show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre
s1209,Movie,The Great Muppet Caper,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin","United Kingdom, United States","November 12, 2019",1981,G,98 min,"Comedy, Crime, Family"
s1210,Movie,The Greatest Game Ever Played,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter","United States, Canada","November 12, 2019",2005,PG,122 min,"Biographical, Sports"
s1211,Movie,The Haunted Mansion,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",United States,"November 12, 2019",2003,PG,89 min,"Comedy, Family, Fantasy"
s1212,Movie,The Hockey Champ,Jack King,,United States,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family"
s1213,Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander","United States, France","November 12, 2019",1996,G,96 min,"Action-Adventure, Animation, Family"
s1214,Movie,The Hunchback of Notre Dame II,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,"November 12, 2019",2002,G,69 min,"Action-Adventure, Animation, Family"
s1215,TV Show,The Imagineering Story,,,United States,"November 12, 2019",2019,TV-PG,1 Season,"Docuseries, Historical"
s1216,Movie,The Incredible Journey,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson","Canada, United States","November 12, 2019",1963,G,80 min,"Action-Adventure, Animals & Nature, Family"
s1217,Movie,The Incredibles,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",United States,"November 12, 2019",2004,PG,116 min,"Action-Adventure, Animation, Family"
s1218,Movie,The Journey of Natty Gann,Jeremy Kagan,"Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan, Scatman Crothers, Barry Miller",United States,"November 12, 2019",1985,PG,101 min,"Action-Adventure, Coming of Age, Drama"
s1219,Movie,The Jungle Book 2,Steve Trenbirth,"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay","United States, Australia","November 12, 2019",2003,G,77 min,"Action-Adventure, Animation, Kids"
s1220,Movie,The Jungle Book: Mowgli's Story,Nick Marck,"Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin, Wallace Shawn, Stephen Tobolowsky",United States,"November 12, 2019",1998,G,77 min,"Action-Adventure, Coming of Age, Family"
s1221,Movie,The Legend of Mor'du,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",United States,"November 12, 2019",2012,TV-G,8 min,"Animation, Family, Fantasy"
s1222,Movie,The Lion King 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States","November 12, 2019",2004,G,80 min,"Action-Adventure, Animation, Comedy"
s1223,Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly","United States, Australia","November 12, 2019",1998,G,84 min,"Action-Adventure, Animation, Family"
s1224,Movie,The Little Mermaid,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,"November 12, 2019",1989,G,86 min,"Animation, Family, Fantasy"
s1225,Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,"Jodi Benson, Samuel Wright, Tara Charendoff, Pat Carroll, Buddy Hackett, Kenneth Mars","United States, Canada, Australia, Taiwan","November 12, 2019",2000,G,77 min,"Animation, Drama, Fantasy"
s1226,Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,"Jodi Benson, Samuel Wright, Jim Cummings, Sally Field, Tara Strong, Jennifer Hale",United States,"November 12, 2019",2008,G,79 min,"Animation, Drama, Family"
s1227,Movie,The Little Whirlwind,Riley Thomas,"Walt Disney, Thelma Boardman",United States,"November 12, 2019",1941,TV-Y7,9 min,"Animation, Family, Kids"
s1228,Movie,The Living Desert,James Algar,Winston Hibler,United States,"November 12, 2019",1953,G,69 min,"Animals & Nature, Documentary, Family"
s1229,Movie,The Lizzie McGuire Movie,Jim Fall,"Hilary Duff, Adam Lamberg, Robert Carradine, Hallie Todd, Jake Thomas, Yani Gellman",United States,"November 12, 2019",2003,PG,95 min,"Comedy, Coming of Age, Family"
s1230,Movie,The Lost Tomb of Alexander the Great,Duncan Singh,Matt McFetridge,United Kingdom,"November 12, 2019",2019,TV-PG,44 min,"Documentary, Historical"
s1231,Movie,The Love Bug (1969),Robert Stevenson,"Dean Jones, Michele Lee, David Tomlinson, Buddy Hackett, Joe Flynn, Benson Fong",United States,"November 12, 2019",1969,G,108 min,"Action-Adventure, Comedy, Family"
s1232,Movie,The Many Adventures of Winnie the Pooh,"Wolfgang Reitherman, John Lounsbery","Sebastian Cabot, Junius Matthews, Barbara Luddy, Howard Morris, John Fiedler, Ralph Wright",United States,"November 12, 2019",1977,TV-Y,75 min,"Animation, Kids, Musical"
s1233,Movie,The Million Dollar Duck,Vincent McEveety,"Dean Jones, Sandy Duncan, Joe Flynn, Tony Roberts, James Gregory, Lee Montgomery",United States,"November 12, 2019",1971,G,93 min,"Comedy, Family"
s1234,Movie,The Mistle-Tones,Paul Hoen,"Tia Mowry, Jonathan Moore, Andy Gala, Megan Duffy, Jason Rogel, Tammy Townsend",United States,"November 12, 2019",2012,TV-PG,87 min,"Drama, Music"
s1235,Movie,The Muppet Christmas Carol,Brian Henson,"Michael Caine, Steve Whitmire, Frank Oz, Dave Goelz, Jerry Nelson, David Rudman","United States, United Kingdom","November 12, 2019",1992,G,87 min,"Comedy, Drama, Family"
s1236,Movie,The Muppet Movie,James Frawley,"Jim Henson, Frank Oz, Jerry Nelson, Richard Hunt, Dave Goelz, Charles Durning","United Kingdom, United States","November 12, 2019",1979,G,95 min,"Action-Adventure, Comedy, Family"
s1237,Movie,The Muppets,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones, Steve Whitmire, Eric Jacobson",United States,"November 12, 2019",2011,PG,108 min,"Comedy, Family, Kids"
s1238,TV Show,The Muppets (Series),,"Bill Barretta, Dave Goelz, Eric Jacobson, Peter Linz, David Rudman, Matt Vogel",United States,"November 12, 2019",2015,TV-PG,1 Season,Comedy
s1239,TV Show,The New Adventures of Winnie the Pooh,,"Jim Cummings, Paul Winchell, John Fiedler, Ken Sansome, Tim Hoskins, Patty Paris",United States,"November 12, 2019",1988,TV-Y,4 Seasons,"Animation, Kids"
s1240,Movie,The Old Mill,Wilfred Jackson,,United States,"November 12, 2019",1937,TV-Y7,9 min,"Action-Adventure, Animation, Family"
s1241,Movie,The Olympic Champ,Jack Kinney,,United States,"November 12, 2019",1942,TV-G,7 min,"Animation, Comedy, Family"
s1242,Movie,The Parent Trap,Nancy Meyers,"Dennis Quaid, Natasha Richardson, Lisa Walter, Elaine Hendrix, Simon Kunz, Ronnie Stevens","United States, United Kingdom","November 12, 2019",1998,PG,129 min,"Comedy, Family, Romance"
s1243,Movie,The Parent Trap (1961),David Swift,"Hayley Mills, Maureen O'Hara, Brian Keith, Charlie Ruggles, Una Merkel, Leo Carroll",United States,"November 12, 2019",1961,G,129 min,"Comedy, Family, Romance"
s1244,Movie,The Pied Piper,Wilfred Jackson,,United States,"November 12, 2019",1933,TV-G,8 min,"Animation, Family, Musical"
s1245,Movie,The Plausible Impossible (Disneyland: 1954-58),"Wilfred Jackson, William Beaudine",Walt Disney,United States,"November 12, 2019",1956,TV-PG,52 min,"Documentary, Family"
s1246,Movie,The Poof Point,Neal Israel,"Tahj Mowry, Dawnn Lewis, Raquel Lee, Mark Curry, Bruce Newbold, Jan Felt",United States,"November 12, 2019",2001,TV-G,80 min,"Comedy, Coming of Age, Science Fiction"
s1247,Movie,The Prince and the Pauper,Don Chaffey,"Guy Williams, Laurence Naismith, Donald Houston, Sean Scully, Niall MacGinnis, Geoffrey Keen",United Kingdom,"November 12, 2019",1962,G,94 min,"Action-Adventure, Coming of Age, Family"
s1248,Movie,The Princess and the Frog,"John Musker, Ron Clements","Anika Rose, Bruno Campos, Keith David, Michael-Leon Wooley, Jennifer Cody, Jim Cummings",United States,"November 12, 2019",2009,G,99 min,"Animation, Comedy, Family"
s1249,Movie,The Princess Diaries,Garry Marshall,"Anne Hathaway, Heather Matarazzo, Hector Elizondo, Mandy Moore, Caroline Goodall, Robert Schwartzman","United States, United Kingdom","November 12, 2019",2001,G,116 min,"Comedy, Coming of Age, Family"
s1250,Movie,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway, Heather Matarazzo, John Rhys-Davies, Chris Pine, Callum Blue, Kathleen Marshall",United States,"November 12, 2019",2004,G,114 min,"Comedy, Family, Romance"
s1251,Movie,The Proud Family Movie,Bruce Smith,"Tommy Davidson, Kyla Pratt, Paula Parker, Jo Payton, Orlando Brown, Soleil Frye",United States,"November 12, 2019",2005,TV-G,95 min,"Animation, Comedy, Family"
s1252,Movie,The Reluctant Dragon,Alfred Werker,"Robert Benchley, Gerald Mohr, Alan Ladd, Florence Gill, Frances Gifford, Buddy Pepper",United States,"November 12, 2019",1941,G,74 min,"Animation, Comedy, Family"
s1253,TV Show,The Replacements,,"Nancy Cartwright, Grey DeLisle, Kath Soucie, Daran Norris, David McCallum, Jeff Bennett",United States,"November 12, 2019",2006,TV-G,1 Season,"Animation, Comedy, Family"
s1254,Movie,The Rescuers,"Wolfgang Reitherman, John Lounsbery, Art Stevens","Bob Newhart, Eva Gabor, Geraldine Page, Joe Flynn, Jeanette Nolan, Pat Buttram",United States,"November 12, 2019",1977,G,78 min,"Action-Adventure, Animation, Comedy"
s1255,Movie,The Rescuers Down Under,"Hendel Butoy, Mike Gabriel","Bob Newhart, Eva Gabor, John Candy, Tristan Rogers, Adam Ryen, Wayne Robson",United States,"November 12, 2019",1990,G,78 min,"Action-Adventure, Animation, Family"
s1256,Movie,The Rookie,John Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez, Beth Grant, Angus Jones, Brian Cox",United States,"November 12, 2019",2002,G,129 min,"Biographical, Family, Sports"
s1257,Movie,The Santa Clause,John Pasquin,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz, Larry Brandenburg","United States, Canada","November 12, 2019",1994,PG,98 min,"Comedy, Family, Fantasy"
s1258,Movie,The Santa Clause 2,Michael Lembeck,"Tim Allen, Judge Reinhold, Wendy Crewson, Elizabeth Mitchell, David Krumholtz, Eric Lloyd","United States, Canada","November 12, 2019",2002,G,106 min,"Comedy, Family, Fantasy"
s1259,Movie,The Santa Clause 3: The Escape Clause,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, Judge Reinhold, Wendy Crewson, Ann-Margret , Eric Lloyd","United States, Canada","November 12, 2019",2006,G,94 min,"Comedy, Family, Fantasy"
s1260,Movie,The Scream Team,Stuart Gillard,"Mark Rendall, Kat Dennings, Robert Bockstael, Eric Idle, Tommy Davidson, Gary Reineke",United States,"November 12, 2019",2002,TV-PG,88 min,"Comedy, Fantasy"
s1261,Movie,The Secret of the Magic Gourd,"朱家欣 , 钟智行","劳奕嘉 , 朱祺隆 , 郭凯敏 , 郑嘉昊 , 孟谦 , 陈佩斯","China, Hong Kong, United States","November 12, 2019",2009,G,84 min,Fantasy
s1262,Movie,The Shaggy D.A.,Robert Stevenson,"Dean Jones, Tim Conway, Suzanne Pleshette, Keenan Wynn, Jo Worley, Dick Van Patten",United States,"November 12, 2019",1976,G,92 min,"Comedy, Family, Fantasy"
s1263,Movie,The Shaggy Dog,Charles Barton,"Fred MacMurray, Jean Hagen, Tommy Kirk, Annette Funicello, Tim Considine, Kevin Corcoran",United States,"November 12, 2019",1959,G,102 min,"Comedy, Family, Fantasy"
s1264,Movie,The Sign of Zorro,"Lewis Foster, Norman Foster","Guy Williams, George Lewis, Gene Sheldon, Henry Calvin, Tony Russo, John Dehner",United States,"November 12, 2019",1960,G,90 min,"Action-Adventure, Drama, Family"
s1265,Movie,The Simple Things,Charles Nichols,,United States,"November 12, 2019",1953,TV-G,8 min,"Animation, Comedy, Family"
s1266,Movie,The Sound of Music,Robert Wise,"Julie Andrews, Christopher Plummer, Richard Haydn, Peggy Wood, Evadne Baker, Portia Nelson",United States,"November 12, 2019",1965,G,175 min,"Biographical, Family, Historical"
s1267,Movie,The Story of Robin Hood And His Merrie Men,Ken Annakin,"Richard Todd, Joan Rice, Peter Finch, James Hayter, Martita Hunt, James Justice",United Kingdom,"November 12, 2019",1952,PG,84 min,"Action-Adventure, Family"
s1268,Movie,The Strongest Man in the World,Vincent McEveety,"Kurt Russell, Joe Flynn, Eve Arden, Cesar Romero, Phil Silvers, Dick Van Patten",United States,"November 12, 2019",1975,G,92 min,"Comedy, Family, Science Fiction"
s1269,Movie,The Suite Life Movie,Sean McNamara,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Matthew Timmons, John Ducey",United States,"November 12, 2019",2011,TV-G,81 min,"Comedy, Coming of Age"
s1270,TV Show,The Suite Life of Zack & Cody,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Ashley Tisdale, Phill Lewis, Kim Rhodes",United States,"November 12, 2019",2004,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age"
s1271,TV Show,The Suite Life On Deck,,"Cole Sprouse, Dylan Sprouse, Brenda Song, Debby Ryan, Phill Lewis",United States,"November 12, 2019",2008,TV-G,3 Seasons,"Action-Adventure, Comedy, Coming of Age"
s1272,Movie,The Swap,Jay Karas,"Peyton List, Jacob Bertrand, Darrin Rose, Claire Rankin, Callan Potter, Jesse Bostick",United States,"November 12, 2019",2016,TV-G,91 min,"Comedy, Coming of Age, Fantasy"
s1273,Movie,The Thirteenth Year,Duwayne Dunham,"Chez Starbuck, Dave Coulier, Lisa Sullivan, Justin Ross, Courtnee Draper, Tim Redwine",United States,"November 12, 2019",1999,TV-G,89 min,"Coming of Age, Fantasy"
s1274,Movie,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney","Aurora Miranda, Carmen Molina, Sterling Holloway, Clarence Nash, Joaquin Garay, Jose Oliveira",United States,"November 12, 2019",1945,G,72 min,"Animation, Family, Musical"
s1275,Movie,The Three Musketeers,Stephen Herek,"Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt, Tim Curry, Rebecca De Mornay","Austria, United Kingdom, United States","November 12, 2019",1993,PG,106 min,"Action-Adventure, Comedy, Family"
s1276,Movie,The Tigger Movie,Jun Falkenstein,"Jim Cummings, Nikita Hopkins, Ken Sansom, John Fiedler, Peter Cullen, Andre Stojka","United States, Japan","November 12, 2019",2000,G,81 min,"Action-Adventure, Animation, Kids"
s1277,Movie,The Tortoise and the Hare,Wilfred Jackson,,United States,"November 12, 2019",1935,TV-G,9 min,"Animation, Family, Sports"
s1278,Movie,The Ugly Dachshund,Norman Tokar,"Dean Jones, Suzanne Pleshette, Charlie Ruggles, Kelly Thordsen, Parley Baer, Robert Kino",United States,"November 12, 2019",1966,TV-G,93 min,"Animals & Nature, Comedy, Family"
s1279,Movie,The Ugly Duckling,Jack Cutting,,United States,"November 12, 2019",1939,TV-Y7,9 min,"Animation, Family"
s1280,Movie,The Ultimate Christmas Present,Greg Beeman,"Hallee Hirsh, Spencer Breslin, Hallie Todd, Brenda Song, John Salley, Susan Ruttan","Canada, United States","November 12, 2019",2000,TV-G,81 min,"Comedy, Coming of Age, Fantasy"
s1281,Movie,The Vanishing Prairie,James Algar,Winston Hibler,United States,"November 12, 2019",1954,G,71 min,"Animals & Nature, Documentary, Family"
s1282,Movie,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States","November 12, 2019",2006,G,86 min,"Action-Adventure, Animation, Comedy"
s1283,Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,"November 12, 2019",1934,TV-G,8 min,"Animation, Family, Kids"
s1284,Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,"November 12, 2019",2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy"
s1285,TV Show,The World According to Jeff Goldblum,,Jeff Goldblum,United States,"November 12, 2019",2019,TV-PG,1 Season,Docuseries
s1286,Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",United States,"November 12, 2019",2003,G,51 min,"Action-Adventure, Animals & Nature, Drama"
s1287,Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",United States,"November 12, 2019",1936,TV-Y7,9 min,"Animation, Family, Parody"
s1288,Movie,Three Days,Michael Switzer,,United States,"November 12, 2019",2001,TV-G,93 min,"Drama, Fantasy"
s1289,Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,"November 12, 2019",1933,TV-Y7,9 min,"Animation, Family, Kids"
s1290,Movie,Three Little Wolves,Dave Hand,,United States,"November 12, 2019",1936,TV-Y7,9 min,"Animation, Family"
s1291,Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France","November 12, 2019",1987,PG,103 min,"Buddy, Comedy"
s1292,Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",United States,"November 12, 2019",1990,PG,104 min,"Buddy, Comedy, Romance"
s1293,Movie,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,"November 12, 2019",1936,TV-G,10 min,"Animation, Comedy, Family"
s1294,Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,"November 12, 2019",2004,TV-PG,88 min,"Drama, Family"
s1295,Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,"November 12, 2019",1993,PG,78 min,"Animation, Family, Fantasy"
s1296,TV Show,Timon & Pumbaa,,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",United States,"November 12, 2019",1995,TV-Y,3 Seasons,"Animation, Buddy, Comedy"
s1297,Movie,Tin Toy,John Lasseter,"Tinny , Billy",United States,"November 12, 2019",1988,TV-G,5 min,"Animation, Family, Kids"
s1298,Movie,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,"November 12, 2019",2008,G,81 min,"Action-Adventure, Animation, Fantasy"
s1299,Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",United States,"November 12, 2019",2010,G,80 min,"Action-Adventure, Animation, Fantasy"
s1300,Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,"November 12, 2019",2009,G,84 min,"Action-Adventure, Animation, Fantasy"
s1301,Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",United States,"November 12, 2019",2017,TV-PG,47 min,"Documentary, Historical"
